timestamp,left_eye_x,left_eye_y,right_eye_x,right_eye_y,imu_x,imu_y,left_eye_detected,right_eye_detected
-0.021610260009765625,-46.94048856863201,-2.8433297429385544,-47.84554989383893,-5.597132200564879,8.88,-29.06,True,True
-0.010805130004882812,-47.01320338814863,-2.773968941422421,-47.999320174454304,-5.516214800034127,8.88,-29.06,True,True
0.0,-46.108315074748276,-2.784058331963617,-46.938079754843855,-5.625479638619828,8.88,-29.06,True,True
0.03118793169657389,-47.06238336353662,-2.616698835616019,-48.21897702602515,-5.347124792829939,8.38,-29.25,True,True
0.06237586339314778,-47.052575682267495,-2.5377841485172588,-48.27570491530887,-5.265251685805544,7.880000000000001,-29.439999999999998,True,True
0.09356379508972168,-46.472923533524806,-2.6539082146267536,-47.48166083167622,-5.449351720438409,7.38,-29.63,True,True
0.09356379508972168,-46.95602591972577,-2.384796506268648,-48.27363269405444,-5.110637906335916,7.38,-29.63,True,True
0.09356379508972168,-46.86114477637597,-2.3161245514588287,-48.20550565669788,-5.041685875314448,7.38,-29.63,True,True
0.09356379508972168,-46.577831236770976,-2.493411798452852,-47.72605703294778,-5.260932532303796,7.38,-29.63,True,True
0.09356379508972168,-46.58331199077701,-2.1950123817621776,-47.945713867918606,-4.90220875403504,7.38,-29.63,True,True
0.09356379508972168,-46.40550237378633,-2.1431601741693633,-47.7646932558884,-4.813400887113938,7.38,-29.63,True,True
0.09356379508972168,-46.427404318329856,-2.3348912996371336,-47.655470019274475,-5.041311579117707,7.38,-29.63,True,True
0.10151020685831706,-45.90228553920506,-2.0415001227150493,-47.23661273977231,-4.574816451270774,7.38,-29.63,True,True
0.10945661862691243,-45.50706716939695,-1.9763288880738414,-46.82576297891179,-4.40220979291054,7.38,-29.63,True,True
0.11740303039550781,-45.86288612349546,-2.1615735187782534,-47.12009809803787,-4.702411017173773,7.38,-29.63,True,True
0.11740303039550781,-44.46593083056078,-1.82410063379828,-45.7643276021214,-3.9944312573423595,5.213333333333333,-29.689999999999998,True,True
0.11740303039550781,-43.856533167347756,-1.7438402469988814,-45.16762513672713,-3.803323042163999,3.046666666666667,-29.75,True,True
0.11740303039550781,-44.79289801073918,-1.9612703861036471,-46.08283198682278,-4.2697408217933805,0.88,-29.81,True,True
0.11740303039550781,-42.465006121514314,-1.598305102420914,-43.82514536813441,-3.452619482852787,0.88,-29.81,True,True
0.11740303039550781,-41.68780400707639,-1.5563084929864095,-43.062262781129874,-3.298974904553983,0.88,-29.81,True,True
0.11740303039550781,-43.21826260575991,-1.790692575177478,-44.545013215688286,-3.8257652106065803,0.88,-29.81,True,True
0.11740303039550781,-40.02740854018274,-1.5261655892866415,-41.41229909417705,-3.0369916420308116,0.88,-29.81,True,True
0.11740303039550781,-39.201101132751596,-1.5303276844816602,-40.58430488670135,-2.9305444491672783,0.88,-29.81,True,True
0.11740303039550781,-41.28191247385497,-1.693340402855799,-42.62872890403675,-3.43164321245826,0.88,-29.81,True,True
0.11740303039550781,-37.43201755697637,-1.5886566430049163,-38.81774978158376,-2.765618564821765,0.88,-29.81,True,True
0.11740303039550781,-36.36499197568798,-1.6543611803765674,-37.774646921774256,-2.706019497925235,0.88,-29.81,True,True
0.11740303039550781,-38.83967169716594,-1.7137745443087729,-40.227234885274434,-3.1236511332934316,0.88,-29.81,True,True
0.11740303039550781,-33.94426865028996,-1.8455628546066232,-35.420454616644626,-2.6340089778767393,0.88,-29.81,True,True
0.11740303039550781,-32.66886633016068,-1.9577724747317362,-34.16102920031522,-2.623057387916884,0.88,-29.81,True,True
0.11740303039550781,-35.84384444699738,-1.8606865733306925,-37.27502797442177,-2.925713977842709,0.88,-29.81,True,True
0.11740303039550781,-30.00022368257552,-2.2030128027410254,-31.453475534250945,-2.636313578530278,0.88,-29.81,True,True
0.11740303039550781,-28.619226662653627,-2.323647032364097,-29.98130297863976,-2.645573389507844,0.88,-29.81,True,True
0.11740303039550781,-32.389151672989975,-2.09359486629153,-33.737096761176744,-2.818063457745354,0.88,-29.81,True,True
0.1510334014892578,-25.77047665375601,-2.5311208554669604,-26.8764379195855,-2.64811574297161,0.88,-29.81,True,True
0.1846637725830078,-24.309319087985074,-2.5881376815666197,-25.320016913468624,-2.6201575856247072,0.88,-29.81,True,True
0.2182941436767578,-28.562946929660402,-2.301760033387624,-29.746632825889485,-2.719923356870658,0.88,-29.81,True,True
0.2182941436767578,-21.302462789742624,-2.62237312544431,-22.14612251939108,-2.5350486602911855,0.88,-29.81,True,True
0.2182941436767578,-19.745788013214806,-2.613233705804255,-20.4755737027661,-2.507163949822422,0.88,-29.81,True,True
0.2182941436767578,-24.39921435182928,-2.4156918300772148,-25.34769588476715,-2.6275776437833236,0.88,-29.81,True,True
0.2182941436767578,-16.6166420917009,-2.5491350699679702,-17.034934655219633,-2.4593652278624583,-2.7900000000000005,-29.976666666666667,True,True
0.2182941436767578,-15.134867833069714,-2.500870340373364,-15.332506249174086,-2.4180824109528305,-6.460000000000001,-30.14333333333333,True,True
0.2182941436767578,-20.122845694773186,-2.426133232577442,-20.665419632839082,-2.5226308356393696,-10.13,-30.31,True,True
0.2182941436767578,-12.329818665871324,-2.383115513729932,-11.99063413850981,-2.309886323841294,-10.13,-30.31,True,True
0.2182941436767578,-10.999445703116544,-2.324830872579812,-10.378392899862552,-2.2521095122063968,-10.13,-30.31,True,True
0.2182941436767578,-15.960576945233797,-2.362456504697434,-15.921364395305536,-2.3903305767911207,-10.13,-30.31,True,True
0.2182941436767578,-8.495450262417652,-2.212903371323334,-7.293920817109764,-2.113347832401754,-10.13,-30.31,True,True
